    7.4277255812E-02   -1.3666839738E-09   -3.8946708084E-10
    7.4350026711E-02   -1.3670915079E-09   -3.9900347624E-10
    7.4422797609E-02   -1.3698548913E-09   -4.0558589803E-10
    7.4495568507E-02   -1.3713698539E-09   -4.1178945114E-10
    7.4568339405E-02   -1.3732577628E-09   -4.0488535172E-10
    7.4641110303E-02   -1.3709779326E-09   -4.0630290036E-10
    7.4713881202E-02   -1.3776826515E-09   -4.0220305719E-10
    7.4786652100E-02   -1.3649128253E-09   -4.0930536437E-10
    7.4859422998E-02   -1.3759399073E-09   -4.0206369612E-10
    7.4932193896E-02   -1.3699276691E-09   -3.9878950840E-10
    7.5004964795E-02   -1.3740735825E-09   -3.9530234242E-10
    7.5077735693E-02   -1.3638091633E-09   -3.9598290567E-10
    7.5150506591E-02   -1.3610628572E-09   -3.8892242755E-10
    7.5223277489E-02   -1.3623555491E-09   -3.9385969275E-10
    7.5296048387E-02   -1.3571239160E-09   -3.9853799884E-10
    7.5368819286E-02   -1.3526893125E-09   -3.9051350759E-10
    7.5441590184E-02   -1.3520104584E-09   -3.8521077557E-10
    7.5514361082E-02   -1.3380156632E-09   -3.9244344504E-10
    7.5587131980E-02   -1.3405776630E-09   -3.8867193683E-10
    7.5659902879E-02   -1.3431295256E-09   -3.7815188759E-10
    7.5732673777E-02   -1.3394035752E-09   -3.8316477719E-10
    7.5805444675E-02   -1.3380516559E-09   -3.8114886155E-10
    7.5878215573E-02   -1.3352537047E-09   -3.7735626143E-10
    7.5950986471E-02   -1.3370648138E-09   -3.7645823973E-10
    7.6023757370E-02   -1.3313468453E-09   -3.8232515933E-10
    7.6096528268E-02   -1.3244623344E-09   -3.7271948629E-10
    7.6169299166E-02   -1.3269130001E-09   -3.7515693800E-10
    7.6242070064E-02   -1.3239431299E-09   -3.6263503368E-10
    7.6314840962E-02   -1.3154660457E-09   -3.6732255324E-10
    7.6387611861E-02   -1.3175300602E-09   -3.6565430100E-10
    7.6460382759E-02   -1.3147020027E-09   -3.6636819922E-10
    7.6533153657E-02   -1.3148294178E-09   -3.6812788828E-10
    7.6605924555E-02   -1.3095886321E-09   -3.6232720967E-10
    7.6678695454E-02   -1.3112495355E-09   -3.5775460042E-10
    7.6751466352E-02   -1.3111877782E-09   -3.5870680023E-10
    7.6824237250E-02   -1.3087725685E-09   -3.5844571261E-10
    7.6897008148E-02   -1.3035475888E-09   -3.5495671436E-10
    7.6969779046E-02   -1.3090078120E-09   -3.6188125113E-10
    7.7042549945E-02   -1.2987732513E-09   -3.4904284815E-10
    7.7115320843E-02   -1.2953143699E-09   -3.5118774222E-10
    7.7188091741E-02   -1.2924795869E-09   -3.5248994701E-10
    7.7260862639E-02   -1.2973527667E-09   -3.5308738156E-10
    7.7333633538E-02   -1.2926496686E-09   -3.4547910236E-10
    7.7406404436E-02   -1.2865969086E-09   -3.4596876222E-10
    7.7479175334E-02   -1.2769921530E-09   -3.3613789014E-10
    7.7551946232E-02   -1.2813079355E-09   -3.3846768013E-10
    7.7624717130E-02   -1.2795511861E-09   -3.4431024589E-10
    7.7697488029E-02   -1.2778472808E-09   -3.3900210198E-10
    7.7770258927E-02   -1.2808592295E-09   -3.3718464456E-10
    7.7843029825E-02   -1.2776218621E-09   -3.3503996862E-10
    7.7915800723E-02   -1.2693049964E-09   -3.3685834068E-10
    7.7988571622E-02   -1.2713991232E-09   -3.3139508284E-10
    7.8061342520E-02   -1.2655227090E-09   -3.3051855338E-10
    7.8134113418E-02   -1.2665161890E-09   -3.2465760357E-10
    7.8206884316E-02   -1.2596937283E-09   -3.2332753190E-10
    7.8279655214E-02   -1.2630804067E-09   -3.2513689585E-10
    7.8352426113E-02   -1.2579099314E-09   -3.2460373461E-10
    7.8425197011E-02   -1.2637165467E-09   -3.1122064987E-10
    7.8497967909E-02   -1.2639745481E-09   -3.1996261734E-10
    7.8570738807E-02   -1.2558961481E-09   -3.1861763221E-10
